generator_output_mw,turbine_speed_rpm,efficiency_percent,pressure_bar,vibration_levels_mm_s,temperature_c,torque_knm
11.949367,724.5136981,74.68354376,4.858113784,5.773032592,35.43277242,157.4960553
7.224020833,231.9443596,51.45243131,2.302643161,10.96109681,44.52174118,297.4175254
0,222.2118426,0,3.04605283,4.056373389,27.40659238,0
8.034355454,724.9610688,51.55475362,3.104476017,10.54226721,46.35344954,105.8297423
15.20999965,767.7122054,95.06249779,4.771230616,6.022957547,44.75354339,189.1917267
9.455671535,918.7792691,59.09794709,4.939509692,3.75731229,41.21481087,98.2771542
11.46227668,1057.955324,71.63922923,6.920266995,2.941008645,28.29066421,103.4605877
2.043885278,1313.94172,34.32449721,4.904563495,21.91415711,78.86628237,14.85428646
0,0,0,6.69647854,8.378468496,38.13313678,0
15.65855844,980.3413336,97.86599027,4.107880233,2.004414573,44.57931545,152.52669
0,0,0,0.254145656,4.521086182,19.69594313,0
0,360.9769774,0,1.64064683,3.547887555,38.53881921,0
0,0,0,7.520478186,7.941222468,30.94819294,0
4.56591255,1458.172,42.35838735,3.606228696,20.44920876,64.0496467,29.90131008
10.3413302,422.3283845,66.49483746,4.376939837,8.074014578,36.56693118,233.8285391
0,281.3786347,0,1.436419869,6.622676132,26.60632622,0
0,0,0,1.19411641,4.336571761,20.39637582,0
0,0,0,0.314595617,0.557994431,10.42936085,0
0,400.6634428,0,1.240480243,4.129250675,27.52734458,0
0,0,0,6.346585461,6.912387965,34.11106606,0
10.39611186,998.9006052,64.97569915,3.652137429,3.286657409,26.30811366,99.38481864
11.37058707,336.3122671,67.43993043,4.696563132,8.051461779,42.62497079,322.858007
8.755540406,651.4562619,63.35861002,3.655846006,10.36389186,37.49766596,128.3420806
0,0,0,0.61664001,2.195320987,11.01617224,0
0,0,0,0.961476353,4.457123338,17.2669056,0
7.547306241,365.1630611,49.3602035,3.650297578,10.5085656,51.3682231,197.3678978
0,0,0,1.761800474,0.200207821,18.75268494,0
11.24039188,758.5393634,70.25244926,3.41524638,6.475700562,35.86279743,141.5059534
6.703541691,327.0303752,49.09516692,2.275983782,11.01634633,43.39413811,195.7436148
9.058939379,846.7305241,56.61837112,4.640979652,6.015403352,35.69312651,102.1653246
11.5414818,753.7451818,72.13426125,3.549817576,5.488998809,34.73196986,146.220547
0,0,0,0.57802303,3.249267728,7.941488458,0
7.91190496,332.6467432,47.55107,3.241962806,12.99739167,46.34858365,227.127211
0,0,0,7.698530305,9.737935562,31.32852367,0
8.641475413,772.8879992,53.44802938,3.103076752,11.16021872,47.06505813,106.7683956
1.043950835,988.1562264,9.988304981,1.261904757,21.49735102,46.73737581,10.08848184
5.684444709,1337.814469,25.26571402,5.305449697,19.86184294,70.1952254,40.5754682
0,219.7275436,0,2.718371314,4.961223412,29.87091038,0
0,0,0,0.459915622,2.330682507,19.09939363,0
11.95789185,456.9444215,74.95283776,4.761786121,9.452196908,30.07214503,249.8979098
7.085877901,237.0804778,44.54645545,3.795525293,12.05667911,50.26224641,285.4100442
10.48200385,483.1202677,71.20312207,4.884156717,8.427920217,33.0065218,207.1860161
6.94006965,251.9861217,49.9113112,3.562900511,10.04519769,50.91656491,263.00172
1.421120156,601.6272669,10.23376298,3.156039512,20.76314269,32.64813897,22.5566536
6.893371112,217.2165478,41.58506784,2.591285,13.82043351,54.74413313,303.0471016
0,0,0,0.256356237,0.853834309,14.1163519,0
0,0,0,6.410142366,8.225867446,41.18536481,0
1.324678229,1210.47342,38.76663358,3.908847443,21.15737623,76.40096468,10.45024623
9.021016271,625.6800922,53.55001016,4.357173983,10.04154694,46.07622922,137.6811584
0,451.5485769,0,1.750181742,3.398664283,34.58260739,0
0,461.3075039,0,3.871757592,6.992978575,28.98520724,0
9.105479036,787.8317842,56.90924398,3.523215516,3.876072991,32.58387891,110.3673673
0,277.4522872,0,2.714252335,4.683057628,38.35909316,0
0,0,0,6.416102888,9.754181473,40.09431676,0
0.64512159,638.7807501,8.55407209,3.909958403,24.09634066,48.28782119,9.644087421
7.261560339,338.9092154,48.07247589,2.675618264,13.26629983,40.17176084,204.6058065
4.055011186,1339.551857,47.11210537,6.476891583,19.62533534,71.70652853,28.90705893
15.71249716,1040.682213,98.20310726,5.711290635,3.535673331,26.98496985,144.1778226
6.230656392,229.5395942,44.93270521,2.283504776,12.29486513,50.98151333,259.2075063
0,263.3261358,0,1.614416358,7.652194994,35.37760303,0
1.802786407,917.6947166,4.28716965,1.41841269,23.61357547,46.10690108,18.75933442
7.668570073,321.0811496,51.87371952,2.545771565,12.08041598,49.41331832,228.0714707
1.9746012,796.4103395,21.53829826,2.184007352,23.39477492,39.96092202,23.67630298
6.121486307,344.9406332,50.76861413,2.158623193,13.45410596,48.24478001,169.4665188
0,257.3049349,0,2.668245283,5.604031326,22.8241921,0
8.501278366,696.6484469,60.2537477,4.155284002,10.16978026,48.94784532,116.5311268
0.055209046,1177.759382,8.528350456,3.529590686,24.44416807,36.12348298,0.447636047
10.89675438,495.1826998,71.63309879,3.259524139,8.431984315,36.01402946,210.1372674
2.13569291,682.3369919,18.13813741,3.572587673,21.12800818,41.97979997,29.88899218
8.301428717,759.6990866,51.88392948,3.575420565,6.390759084,27.11232935,104.3476375
12.22965939,1066.904057,76.43537119,3.432361229,7.953414673,43.86497874,109.4612434
8.213571061,959.8597285,51.33481913,6.25013424,8.364595774,33.61319788,81.71384189
0,0,0,0.516555482,3.572250721,5.716378768,0
0,0,0,6.432626642,9.220710445,49.78806651,0
2.767184399,1006.924802,21.63058433,3.592212278,22.94887836,30.22519695,26.24293739
6.28366645,390.9647853,49.65760752,3.641988439,10.61484981,50.14670655,153.478259
2.812666931,791.3670538,13.23482201,2.03023045,24.4920838,42.55711848,33.93999105
0,374.5811002,0,3.366786722,7.623853838,23.50054679,0
0,0,0,1.91163724,2.243877041,18.18788953,0
8.531335825,684.9333057,56.03135658,3.219686991,11.92277128,45.2394912,118.9433415
9.181775185,747.3618281,59.59817897,2.820484987,10.68086896,43.3166077,117.3186683
0,0,0,0.080117292,3.045233689,22.96387594,0
0,0,0,1.855339626,2.422282669,17.29525066,0
0.105479275,1154.368957,18.40384549,2.400839426,24.41009815,49.68268881,0.872557144
9.574466865,877.0637413,59.84041791,3.634076931,3.962514417,37.79233079,104.244902
0.18265515,706.0455619,21.69823257,1.064789804,20.69571393,40.27500543,2.470418758
1.808185295,1107.835194,9.609294232,1.131169963,22.15116095,41.2228582,15.58616097
0,0,0,0.052012662,3.34669109,18.98622734,0
0,0,0,0.511836487,1.137385031,18.70545058,0
0,0,0,6.528572549,5.976024298,40.98489415,0
0,0,0,0.871062428,3.620421399,13.6114214,0
10.60754144,497.3510896,72.37219562,3.336985194,8.085618874,31.45239696,203.6681157
10.55560892,1057.195753,65.97255574,4.880531093,8.384426076,34.97380984,95.34529431
11.26682003,820.6917633,70.4176252,6.450914156,3.744856017,26.75493842,131.0969731
1.429150396,1199.778416,23.68505077,3.787321995,20.82341671,35.15692095,11.37491791
0.485464963,811.2891846,16.63159475,3.779887071,24.88526683,46.11138362,5.714175662
0,287.830039,0,1.379958129,6.677741556,26.48036689,0
8.994131597,699.7527999,50.47610172,2.843719659,11.68458159,48.40135507,122.7399593
8.060147947,786.6503953,51.31475131,2.64356446,10.56916708,49.77399477,97.84364659
0,361.5219062,0,3.989041397,4.835686746,39.72123824,0
12.39341765,1092.869092,77.45886028,3.114653851,2.62262067,30.7639891,108.2914886
15.67202021,1049.371848,97.95012632,3.901696299,2.018629909,44.29366813,142.6155746
1.163603293,1071.775595,15.64932962,3.396439516,23.0034255,33.86229085,10.36746219
6.300636958,287.0946654,47.4411288,2.941517868,10.51837876,40.37592637,209.5707731
8.942674198,974.4085215,55.89171374,6.845179857,5.044939043,43.41218905,87.63906134
13.72560244,1099.353984,85.78501527,5.688418683,2.510109728,32.33921203,119.2244267
0.890322615,701.1277015,10.37398875,1.026613181,22.58387439,45.51866118,12.12611439
8.566737122,1125.732203,53.54210701,6.598633227,2.876427322,35.8553056,72.66942647
0,0,0,7.578236516,7.689283866,39.10053296,0
0,0,0,6.780383318,6.995146929,32.57901877,0
2.812996225,1343.147864,38.87636271,5.678854531,19.65384131,68.88547451,19.99938798
0,0,0,1.13665564,3.218122373,18.52461419,0
0,339.3184233,0,1.427665538,4.049786916,22.32477362,0
2.983455989,1193.537494,26.63521848,2.768135667,23.2014057,49.03839457,23.87013917
0,0,0,0.710777914,0.60126218,12.79371892,0
8.062153939,706.2477642,60.72438717,3.866662934,11.94394594,43.15746235,109.0097597
15.81288732,1033.5019,98.83054577,5.270067406,7.234521439,25.89218525,146.1070859
0,425.8421287,0,3.527023177,5.046004808,23.19548848,0
2.282269346,1148.327788,13.16894135,3.300656698,20.415013,44.57954264,18.97895975
0.680819915,1092.247923,8.645178145,1.93027657,23.78771941,40.42474696,5.95226702
0.918965847,1197.029777,5.211761356,1.23410081,20.8210543,46.08663131,7.331043549
11.13034387,915.590847,69.56464922,6.845107158,2.433458336,38.77829106,116.0856457
8.365749224,794.7671402,52.28593265,6.867415034,2.232784793,38.62205936,100.51626
3.467977985,1453.142118,15.17859592,3.195095219,18.46385358,77.15930447,22.78975327
12.83445646,1029.677529,80.21535288,6.38989411,5.106700958,44.81582059,119.0275866
9.630930354,1016.107542,60.19331471,4.079350518,5.757977299,29.22932565,90.51070536
0,489.4970737,0,1.909506502,7.712164792,32.70399318,0
5.067996051,1365.949488,37.20590544,5.998648782,19.65540391,76.41650668,35.43015156
2.967936031,776.5246805,9.736963185,3.854227669,24.58118434,38.9921018,36.49813344
14.16766517,1000.696819,88.54790731,6.59150186,8.489027661,40.49546628,135.1970288
9.186043068,769.34553,52.75683085,4.454050426,11.32422414,49.06967488,114.0193142
14.77744732,920.8295609,92.35904575,3.905472759,7.825509503,41.48049131,153.2468474
12.34267419,878.7518942,77.1417137,4.659585845,4.824712625,25.69040346,134.1264324
6.602790151,262.0475217,49.28634998,3.2646524,12.95807575,50.33568772,240.6128516
1.510521098,1010.975882,5.642213088,2.787156313,22.8778801,44.58277872,14.26781214
8.445222951,732.1124883,52.78264345,5.200416094,6.197252244,29.32999197,110.1551196
0,480.2724439,0,3.612642782,5.308831965,34.65842348,0
2.08739123,745.6706722,7.145258643,1.735022813,22.63031721,30.5328725,26.73179822
0,261.3191868,0,3.521928249,4.348448703,23.5621716,0
0,0,0,0.292639061,0.336883838,17.72861355,0
0,0,0,0.95234677,2.938399224,17.89896214,0
11.73854523,446.6492187,71.4019189,4.823472354,8.752579387,30.36333448,250.9684226
11.94891107,854.9714563,74.68069419,4.46387112,4.379820006,40.26941649,133.4590703
10.95910775,438.4011988,71.75214434,4.305822037,9.306057063,35.20781064,238.7123268
9.941435858,623.156687,64.57258949,3.266829953,11.50231181,40.33135737,152.3432573
9.610291009,784.6884792,62.5641575,3.959635397,11.33119924,35.38447112,116.9528055
9.232669834,1151.132949,57.70418646,5.794410696,8.096439041,41.32783048,76.59019977
0,0,0,0.627910028,4.326095116,11.19765227,0
0,0,0,0.07422404,1.226366295,11.19036834,0
8.558227572,992.6878302,53.48892232,6.273235733,7.384812087,36.40263511,82.32704265
9.43168733,613.8723642,64.63103159,2.916070181,10.88738384,40.33806219,146.7177623
5.975881376,1400.639264,22.80789565,3.096037903,20.60573912,65.73317906,40.74244174
0,416.836265,0,2.449161817,5.53571311,28.2982639,0
0,0,0,7.190598953,5.66664041,49.92102215,0
13.68691413,793.4788969,85.54321331,6.871537447,5.052364552,31.1467204,164.7181833
0,0,0,1.269044402,3.075953825,16.06423997,0
0,341.405955,0,2.763296593,7.101653546,33.64852115,0
1.939501295,1355.036185,37.41074136,4.116152181,20.0673881,63.70029475,13.66817602
1.058626422,840.6136817,6.416029569,1.728490096,23.62607068,41.4139482,12.02590191
0,439.1653187,0,1.696284126,3.72040797,26.83060244,0
0,270.4551964,0,1.471102496,4.149839465,32.60952249,0
2.543825984,1394.958983,23.59693011,3.063206821,21.42182634,79.98683363,17.41395201
0,0,0,6.847474451,9.521957185,46.94001922,0
8.355328078,1106.102514,52.22080049,3.843869789,8.651231727,36.5267329,72.13391605
10.95113545,822.0157544,68.44459655,6.644146778,2.088533996,39.98960968,127.2185354
0,0,0,0.863069628,0.645492224,5.45877165,0
7.188983382,250.7117008,54.33141363,3.071605619,11.4338243,40.45361797,273.8194278
7.490014223,1398.137632,62.7067266,3.527365813,11.97261652,561.1460063,51.15688585
0,0,0,0.002685925,0.326594215,5.0314323,0
0,0,0,6.752435408,5.198297337,44.47124922,0
0,1110.999389,0,2.531434553,4.96684837,483.9522955,0
1.652428156,622.1130696,15.13776197,1.610426573,21.57520569,49.32467503,25.3644029
10.35042584,336.8726171,67.4872952,4.0404294,8.765229264,30.95671816,293.4025537
10.17744259,874.457555,63.60901616,3.392937045,7.119340836,31.48018745,111.1402346
0,0,0,0.047824517,4.513669735,19.25634631,0
10.75038031,862.0775614,67.18987694,5.619297967,8.53382212,25.51777205,119.0827538
0,0,0,7.798128625,8.088447136,44.44702824,0
0,377.4518892,0,2.287982949,6.871676352,35.62187152,0
10.99895331,441.1075975,66.66428739,3.142793059,8.0502928,35.51987721,238.1103111
2.979482036,1295.108715,12.25773834,4.405830325,20.33103583,65.25959542,21.96877938
8.098833607,762.6545721,58.76682814,4.020044928,11.98509082,39.59923235,101.4065436
4.642939229,1303.711019,12.46186076,6.545431983,21.5939486,79.02155797,34.00815294
11.76775453,1059.424366,73.54846583,5.397535042,2.494215867,30.87708546,106.0706
1.87511384,642.9818685,29.5695027,1.922880773,21.13665116,37.87861358,27.84840299
2.76776259,971.45738,8.630437541,2.836030865,22.55025702,30.5064655,27.20673742
8.984680031,789.8565845,54.02512367,3.086896898,10.09219236,49.5364871,108.6239908
10.76467945,928.2782196,67.27924656,6.821260332,9.919609368,28.91906914,110.7374002
0,381.3635885,0,3.153275378,7.713170881,24.04502035,0
7.951293121,290.4249198,53.96192649,2.812053545,11.51860833,48.27888508,261.4419462
0,0,0,0.187816879,3.022411254,6.631313161,0
0,0,0,6.638079193,7.282709017,31.99459838,0
10.62891105,421.0097133,74.20590758,3.758220503,8.756267448,33.50942421,241.0838059
8.792975792,1046.682736,54.9560987,3.541406925,8.303320748,42.19937042,80.22176235
0,0,0,1.96586643,3.739248467,16.90406744,0
2.264515126,1143.958478,17.35987014,1.122456368,20.05860769,39.54026892,18.90324428
13.16214557,1176.815598,82.2634098,3.612661651,7.019812065,39.60251558,106.8045257
0.56596784,680.6049072,20.3298891,2.117757212,20.56962666,34.01581604,7.940869519
13.78594143,734.5095012,86.16213393,3.545802606,6.738068558,26.01548367,179.2298714
0,0,0,7.035703185,5.730216794,37.39146019,0
1.549174988,983.8994581,10.71649554,1.070602207,22.11628155,39.66402608,15.03561294
11.47719561,1058.367705,71.73247257,3.55436981,4.288171201,25.01797529,103.5548839
0,0,0,1.768617118,3.875207451,15.89541353,0
2.559485503,1272.194633,28.8842841,5.556273674,20.16995545,69.00258971,19.21190794
0,0,0,7.303151511,7.434400747,35.17952177,0
8.385585507,841.0980127,52.40990942,5.329256716,3.263730404,35.97054433,95.20465135
0.871702414,704.5890113,26.26947101,2.445746598,23.03281334,36.57611678,11.81418494
11.37123396,982.2608519,71.07021226,6.457196727,6.096662308,39.97110626,110.5483186
9.074548504,1119.226952,56.71592815,6.118614497,5.752672656,28.85992216,77.42447132
0,0,0,0.808905948,4.325763951,23.74431644,0
0,425.9176397,0,1.633026216,5.600165828,22.98466502,0
5.075811851,1407.761093,11.76609709,6.426077347,19.6070856,74.88778943,34.43086545
14.91941676,780.9871224,93.24635474,4.513086681,5.400427307,31.72276374,182.4228997
9.881097851,707.5152465,52.93211222,3.725206113,11.13952195,36.86747146,133.3646652
0,840.9995382,0,2.790951869,4.687030925,594.8762378,0
0,268.4017473,0,3.530735001,6.831495719,29.7773206,0
0,0,0,6.235911816,6.325533786,36.12135652,0
10.72461622,1126.082319,67.0288514,5.548600261,3.520923373,28.8954361,90.94587431
2.150852567,870.1930153,13.44508487,2.610185896,21.77109196,38.64938445,23.60295786
5.447247059,1456.391299,12.23784069,4.366068522,21.28097864,64.24524534,35.71662216
0,0,0,6.643813336,8.413321725,44.34821049,0
0,0,0,1.206981966,2.109689528,15.34167739,0
0,0,0,0.630166703,4.758114391,19.82919615,0
11.47700021,448.5523114,72.35816192,4.811226089,8.580836931,39.00134811,244.3355572
4.057400142,1218.981701,17.99793687,6.538001831,18.94940804,62.12032099,31.78498684
2.51624886,1190.645965,11.03038413,1.583191797,24.04900334,32.87030688,20.18098356
10.11458709,965.7549805,63.21616931,3.592507526,4.723868256,36.45130268,100.0121086
2.951493177,1449.15018,11.03728499,4.742778165,20.77735477,74.6220258,19.4491117
4.52559618,1424.956364,19.56941852,6.054590269,18.66351442,63.85165405,30.32812881
0,0,0,7.630719981,9.605354312,44.78843158,0
14.2892096,814.1003751,89.30756002,4.941459916,4.573226356,44.54731927,167.6106591
7.860883019,261.0937371,46.66861587,3.43776795,13.78490057,54.77767563,287.5055687
8.741182178,1040.165189,54.63238861,4.577000098,5.643565042,26.8336277,80.24892777
9.633935587,659.1477327,63.85425236,3.404748255,10.5049089,49.26158338,139.5700897
0.034637347,836.5521405,5.148091837,2.824481978,20.75807734,30.91489506,0.395387548
0,275.1182944,0,2.94117153,3.526825492,25.02185257,0
10.98249693,485.1952577,70.73856998,3.076536,8.320186695,35.88385326,216.1503411
2.14861235,772.0498938,20.37205485,2.687819203,21.15519222,40.83195688,26.57566142
0,436.4962381,0,2.169172982,4.669357145,20.63722593,0
12.53275521,803.9553191,78.32972005,5.707751097,2.647587663,27.11895582,148.8627461
13.26326373,1155.827791,82.8953983,3.260881186,6.952292952,29.05707525,109.5793336
9.245747496,719.2957963,59.73928642,4.431308811,10.61803806,42.56385769,122.7455873
4.956943913,1172.812461,45.37714313,3.372760667,1.993270307,562.134023,40.36052579
0,442.9984817,0,1.671347318,6.447415344,34.08522824,0
4.27041396,1208.236686,46.1110538,5.417860553,20.46665994,77.53993116,33.75120944
0,469.0149895,0,2.894492092,6.390490916,21.15679137,0
9.568034819,755.8859394,50.37507532,4.208713014,11.83362808,43.60712352,120.8753827
10.59690791,1783.843616,47.15166877,3.96160916,5.473126377,779.2398532,56.72751558
2.597921391,1367.81473,48.85857678,5.756312739,19.47914572,60.88739007,18.13719455
0,0,0,0.170379657,0.748874629,21.09122427,0
11.83412763,795.6094099,73.96329769,3.02494249,9.179121889,38.10767075,142.0390372
0,0,0,6.915358957,7.126118406,38.55245633,0
0,0,0,0.424359782,2.181268859,8.240854364,0
8.031106753,886.7796541,50.19441721,3.572434065,9.140785054,35.03154191,86.48306255
0,0,0,7.335077847,8.897184849,33.96659172,0
0,0,0,0.422199894,1.685674058,15.93833754,0
0.550395601,656.1658912,19.14983334,3.256936745,24.39254342,46.75026703,8.010003116
1.062424001,1229.180099,34.14651949,5.044281581,19.15717036,60.25049458,8.253796082
0,0,0,0.749801556,3.990384257,17.89233082,0
6.329515872,321.5521476,50.0552997,3.283372563,12.05215117,40.20069987,187.9708307
0,254.2562836,0,2.321299392,7.514377547,35.9072485,0
8.908448068,729.3938681,58.10592192,4.332742638,10.20418115,49.23931371,116.6302823
0,0,0,6.61165501,6.10915503,38.18539285,0
13.98344477,1127.423577,87.3965298,5.559872576,8.180911006,38.15323664,118.4400115
0,0,0,0.770036784,0.394600432,18.36944569,0
0,0,0,7.835668954,7.613402066,32.64630926,0
5.563752936,1489.515012,22.9034483,3.771877755,18.15599481,76.1190968,35.66927925
10.42938964,724.4538158,65.18368524,4.504750503,3.053051969,36.24950718,137.4736839
0,217.8698279,0,1.316089606,7.956030132,24.30965756,0
3.252962835,1282.784057,43.88577144,5.145413679,20.97218773,71.1458978,24.21569455
1.631224977,1358.064056,41.40463609,3.297424932,19.96096928,64.77601898,11.47004152
0,0,0,1.615136814,4.00313238,19.7818858,0
11.20625427,1005.903556,70.03908917,3.95715939,9.78863879,34.29677766,106.3838029
11.31057419,1016.653006,70.69108869,4.365967487,7.006294211,33.96455015,106.2388316
11.92858071,426.8074524,65.47199847,4.036806202,8.231625711,44.51898431,266.8874557
0.733097859,986.1252936,18.90777918,3.712873986,21.77708685,48.75977241,7.099066343
0.608297468,1154.473307,16.25424664,2.381701693,23.41031676,45.22714693,5.03156972
9.074128839,604.3229899,56.04461125,3.126677934,11.08296271,37.43748628,143.3861511
12.75875872,1105.084912,79.74224201,3.939830239,3.54105363,38.40427468,110.2514112
2.744283224,1173.508276,7.412992486,2.311014713,23.9801855,41.91162643,22.33130772
0,0,0,0.842547953,4.663089796,11.16404211,0
10.41542407,1101.556154,65.09640046,6.182603628,9.467195641,30.51623368,90.29042518
1.102342164,884.4382291,18.05732778,1.367575925,21.30737407,33.20132077,11.90200957
0.081998549,904.7844563,21.1669536,2.359284768,22.11992929,49.78670427,0.865430942
0,478.289431,0,1.709627888,5.704225489,32.78287433,0
0,0,0,0.549804584,0.238296155,9.902045014,0
0,334.3569561,0,1.071015725,6.179720857,31.80449537,0
10.61022084,969.694794,66.31388024,3.100651174,6.669470323,44.36621434,104.4866346
0,0,0,6.232298091,8.265599106,36.88457711,0
8.983771826,659.4487379,62.00272622,3.672137838,10.77050715,42.19064285,130.0915396
0.201788764,858.931367,15.00031615,1.312212667,20.14184924,40.06201047,2.243416446
0,0,0,1.607247848,0.067435028,18.95416837,0
0.645256042,766.9622622,28.58212625,1.981994186,20.33310291,41.83745646,8.033956327
12.56593842,820.7293194,78.53711512,3.400081064,3.834000878,26.21659701,146.2063923
9.043042345,1130.788472,56.51901465,6.211441755,6.327049091,37.84395782,76.36679673
0,229.9171784,0,3.519834591,6.267173752,25.65870875,0
10.73966199,432.8900087,66.95465383,4.093701003,9.197973158,34.53417017,236.9105674
1.177504023,1005.397228,6.649663165,2.653269692,22.40132707,39.75876829,11.1839727
7.024859568,354.0556095,51.24642636,3.260741491,10.00922454,51.57095425,189.4687323
14.05230624,1122.38618,87.82691401,4.549797525,9.991426598,29.90189027,119.5574593
0,322.6459093,0,3.226872197,7.773145405,34.51008257,0
10.7729404,380.1970235,68.22840068,4.389232661,8.470248323,42.27814903,270.580769
0,0,0,0.204483489,3.433452006,12.66437411,0
1.826721917,742.6262044,23.55098834,2.693226803,21.8205232,36.53918014,23.48948806
10.07620083,312.1742258,73.80880966,4.796819656,9.438885996,39.15631432,308.2273366
0,0,0,0.05894008,4.526042802,14.02949433,0
7.731622931,295.1901937,41.53936863,2.044990698,13.04603474,49.05569107,250.1152207
0,424.6882478,0,1.40020478,3.693770203,26.47136681,0
0,0,0,0.407347911,4.098682645,6.898238205,0
14.61842457,785.3363985,91.36515357,6.997707213,2.956178008,36.46407997,177.7527084
2.865897959,1485.665015,40.62478471,4.092995952,18.00674353,75.22547864,18.42091543
15.65467392,1022.28977,97.84171199,3.694474726,8.069789723,39.14798496,146.2316543
2.932117753,1230.984993,34.48244755,3.395568002,20.83277903,64.5775785,22.74573793
10.38634565,449.133277,69.98120588,4.153221476,9.275456042,33.46029461,220.8304308
10.55266183,465.7556551,68.51872066,3.621289122,8.347996823,42.82907999,216.3591499
0,0,0,0.471809998,1.009203195,19.56851004,0
11.90126991,343.7947123,65.04496503,3.601431464,9.01511664,41.20087006,330.5715651
0,348.2366538,0,2.794509927,6.706926498,25.57909235,0
13.84029069,1146.692378,86.5018168,6.604844545,9.786648073,36.30902941,115.2576255
15.20054635,1182.998597,95.00341469,4.356847792,2.919688223,39.01456207,122.7005051
7.348218174,384.2988608,45.43059639,3.988149433,12.52333478,41.41049243,182.5930854
0,0,0,7.756142667,9.13779586,40.8424075,0
8.614024931,760.7339811,61.04538223,4.173916125,10.55740852,41.70329863,108.1296234
6.040187923,282.6556955,47.18214869,3.119021033,13.92744918,54.1261764,204.0629176
9.006631721,1047.933611,56.29144826,6.971062514,6.018172267,32.00895139,82.07294492
10.68684718,316.6689386,70.18022129,3.889316042,8.710977748,44.7691608,322.2667614
0,0,0,1.072429285,0.496391067,12.3562332,0
0,375.5312216,0,3.176935575,5.124164965,25.51049142,0
11.73016441,1122.177057,73.31352753,6.9583117,8.118542677,33.81184155,99.81920255
0,0,0,7.132941195,7.193840424,33.47064196,0
11.90587102,451.8243799,70.30182989,4.884947746,8.17802087,30.64773468,251.6302761
8.706027337,753.2572549,54.41267086,6.194657204,2.918101726,25.9572295,110.3692485
8.635269092,985.0476631,53.97043182,5.492325791,3.036967673,32.29918143,83.7124423
9.528591389,717.2216791,57.53984688,2.645310002,10.7263076,47.29980644,126.8664178
0,0,0,6.983372857,8.0043528,37.5536547,0
8.012121976,833.9589382,50.07576235,6.896884666,3.978032922,28.09209172,91.74328078
10.04456394,471.3309468,72.26027214,3.101852913,9.032940231,32.09345009,203.50567
13.89359631,853.4206403,86.83497694,6.638343738,9.732458064,33.02970176,155.4615222
6.185901223,333.1110559,51.75501015,2.156805929,13.13369951,40.13190561,177.3312665
12.01849968,1068.427591,75.11562302,5.418032876,3.180290875,37.43848621,107.4178718
0,0,0,7.241181095,8.595957478,45.26173243,0
13.54834676,1068.185002,84.67716726,6.772353334,3.514555872,33.88593345,121.1187025
11.30105175,494.996244,72.81653377,4.807896879,9.247425844,42.01815501,218.0159874
0,0,0,0.366013487,4.438930595,12.71366105,0
0.458003456,684.0610725,16.77852555,3.504911971,24.73574229,42.84600366,6.393597026
0,0,0,0.572136008,0.388390104,8.666293842,0
5.688509638,1462.804201,29.08293653,3.458172215,19.34618137,72.52563575,37.13502164
14.73918841,1095.795975,92.11992758,4.824632933,6.485703816,41.34284227,128.4444228
9.134906355,1048.734613,57.09316472,5.093041819,4.566259833,38.12660679,83.1782693
12.00900135,1076.671931,75.05625842,5.430356806,2.154642603,35.53298482,106.5111036
0,0,0,0.317472717,4.134509346,17.29961315,0
1.32555373,1151.770047,7.816497282,3.96001127,21.77935637,35.16010795,10.99013274
0,234.7615153,0,3.711092943,6.980169152,24.94199541,0
0,0,0,0.374752332,4.935789651,7.644564591,0
14.35189045,989.9124787,89.69931534,6.579947936,7.769162065,38.3851543,138.447046
0,0,0,1.09188019,4.277768723,24.86437374,0
7.822650496,1357.958578,21.85531666,3.420143083,1.160379951,608.1267896,55.00963791
0,0,0,6.025071385,8.803377717,36.64159994,0
0,0,0,0.472773428,2.501917782,12.70854851,0
9.899449504,650.8171699,50.08573311,3.136450154,10.85586023,44.01480562,145.252436
11.75888987,1104.206496,73.49306166,3.473996107,3.037777695,27.37633784,101.6921448
0,0,0,0.638617802,4.22654534,21.71867772,0
0,268.2058733,0,1.379897435,7.878545906,25.85100227,0
0,0,0,1.50250587,3.196312869,22.74352238,0
7.055226354,387.5122087,52.93188938,3.641845576,12.98578777,45.31411445,173.8589067
8.045252387,994.8750296,50.28282742,3.146528969,5.645851524,37.06122203,77.22226296
1.356660635,712.9967529,26.64129034,2.359879605,24.69413201,49.35117458,18.17000529
9.755413617,1085.494935,60.9713351,3.561084164,5.9513984,25.2302625,85.82014981
11.63919247,955.663597,72.74495294,5.41116046,6.287086559,26.38943284,116.3025371
2.021404764,1412.411341,19.4990245,6.038795212,19.37121344,71.52949358,13.66669401
0,0,0,0.273136648,1.14068614,12.85117394,0
3.699243766,1453.65984,27.06962163,4.484095887,21.30883654,77.66729595,24.30085422
6.101803986,329.5036133,51.4239289,2.934992814,13.98781986,51.09010551,176.8354993
8.487149636,673.9022041,62.34585221,3.1115118,11.65803402,35.6558499,120.2641994
11.0482322,1799.696311,41.8620442,5.481192508,3.403615041,831.0624178,58.62258281
0,0,0,7.957301228,9.500292767,49.1353489,0
14.06862958,841.6714349,87.92893486,4.018595632,9.402091798,33.48620995,159.6175311
0,364.4901896,0,3.24059284,3.106957106,26.89285139,0
0,0,0,0.693794024,3.456809444,16.59635229,0
